ORIGIN_AIRPORT_SEQ_ID,DEST_AIRPORT_SEQ_ID,REVISED_DISTANCE,LONGITUDE_ORIGIN,LATITUDE_ORIGIN,LONGITUDE_DEST,LATITUDE_DEST
1018304,1043106,4303,6.11027778,62.56027778,-82.54194444,35.43611111
1021004,1043106,1810,-102.31777778,21.70555556,-82.54194444,35.43611111
1021004,1054902,7838,-102.31777778,21.70555556,13.40138889,52.51166667
1021004,1145501,9896,-102.31777778,21.70555556,55.37055556,25.25138889
1021004,1315805,798,-102.31777778,21.70555556,-102.20194444,31.9425
1043106,1018304,5008,-82.54194444,35.43611111,6.11027778,62.56027778
1043106,1021004,1837,-82.54194444,35.43611111,-102.31777778,21.70555556
1043106,1054902,5705,-82.54194444,35.43611111,13.40138889,52.51166667
1043106,1067302,5559,-82.54194444,35.43611111,11.28861111,44.53555556
1043106,1145501,7535,-82.54194444,35.43611111,55.37055556,25.25138889
1043106,1201602,10221,-82.54194444,35.43611111,144.79722222,13.48388889
1043106,1252306,3212,-82.54194444,35.43611111,-134.57833333,58.35472222
1043106,1255905,503,-82.54194444,35.43611111,-78.83472222,40.31555556
1043106,1291503,837,-82.54194444,35.43611111,-93.22333333,30.12611111
1043106,1315805,1243,-82.54194444,35.43611111,-102.20194444,31.9425
1043106,1484202,1089,-82.54194444,35.43611111,-100.49638889,31.35777778
1054902,1021004,7818,13.40138889,52.51166667,-102.31777778,21.70555556
1054902,1043106,5424,13.40138889,52.51166667,-82.54194444,35.43611111
1054902,1067302,596,13.40138889,52.51166667,11.28861111,44.53555556
1054902,1145501,3412,13.40138889,52.51166667,55.37055556,25.25138889
1054902,1201602,7692,13.40138889,52.51166667,144.79722222,13.48388889
1054902,1252306,5575,13.40138889,52.51166667,-134.57833333,58.35472222
1054902,1291503,5598,13.40138889,52.51166667,-93.22333333,30.12611111
1054902,1315805,6339,13.40138889,52.51166667,-102.20194444,31.9425
1054902,1484202,5446,13.40138889,52.51166667,-100.49638889,31.35777778
1065402,1145501,9191,-81.12416667,37.78722222,55.37055556,25.25138889
1065402,1291503,1075,-81.12416667,37.78722222,-93.22333333,30.12611111
1065402,1315805,1507,-81.12416667,37.78722222,-102.20194444,31.9425
1065402,1484202,1537,-81.12416667,37.78722222,-100.49638889,31.35777778
1067302,1043106,5712,11.28861111,44.53555556,-82.54194444,35.43611111
1067302,1054902,578,11.28861111,44.53555556,13.40138889,52.51166667
1067302,1145501,3615,11.28861111,44.53555556,55.37055556,25.25138889
1067302,1201602,8803,11.28861111,44.53555556,144.79722222,13.48388889
1067302,1252306,6316,11.28861111,44.53555556,-134.57833333,58.35472222
1067302,1291503,5624,11.28861111,44.53555556,-93.22333333,30.12611111
1067302,1315805,5800,11.28861111,44.53555556,-102.20194444,31.9425
1067302,1484202,6901,11.28861111,44.53555556,-100.49638889,31.35777778
1067302,1564301,6564,11.28861111,44.53555556,-63.13527778,-17.64472222
1067302,1567301,884,11.28861111,44.53555556,14.72805556,56.92916667
1067302,1600402,3812,11.28861111,44.53555556,-70.99638889,48.33055556
1127402,1067302,5509,-90.70944444,42.40194444,11.28861111,44.53555556
1127402,1145501,7674,-90.70944444,42.40194444,55.37055556,25.25138889
1127402,1201602,7629,-90.70944444,42.40194444,144.79722222,13.48388889
1127402,1291503,1048,-90.70944444,42.40194444,-93.22333333,30.12611111
1127402,1315805,1209,-90.70944444,42.40194444,-102.20194444,31.9425
1127402,1484202,1181,-90.70944444,42.40194444,-100.49638889,31.35777778
1127402,1564301,4668,-90.70944444,42.40194444,-63.13527778,-17.64472222
1145501,1021004,9345,55.37055556,25.25138889,-102.31777778,21.70555556
1145501,1043106,7883,55.37055556,25.25138889,-82.54194444,35.43611111
1145501,1054902,3299,55.37055556,25.25138889,13.40138889,52.51166667
1145501,1065402,8580,55.37055556,25.25138889,-81.12416667,37.78722222
1145501,1067302,3410,55.37055556,25.25138889,11.28861111,44.53555556
1145501,1127402,9008,55.37055556,25.25138889,-90.70944444,42.40194444
1145501,1201602,6439,55.37055556,25.25138889,144.79722222,13.48388889
1145501,1252306,7994,55.37055556,25.25138889,-134.57833333,58.35472222
1145501,1255905,7625,55.37055556,25.25138889,-78.83472222,40.31555556
1145501,1291503,8249,55.37055556,25.25138889,-93.22333333,30.12611111
1145501,1315805,9877,55.37055556,25.25138889,-102.20194444,31.9425
1145501,1484202,8305,55.37055556,25.25138889,-100.49638889,31.35777778
1145501,1564301,10600,55.37055556,25.25138889,-63.13527778,-17.64472222
1145501,1600402,6893,55.37055556,25.25138889,-70.99638889,48.33055556
1201602,1043106,10023,144.79722222,13.48388889,-82.54194444,35.43611111
1201602,1054902,8865,144.79722222,13.48388889,13.40138889,52.51166667
1201602,1067302,9607,144.79722222,13.48388889,11.28861111,44.53555556
1201602,1127402,8846,144.79722222,13.48388889,-90.70944444,42.40194444
1201602,1145501,7416,144.79722222,13.48388889,55.37055556,25.25138889
1201602,1252306,6084,144.79722222,13.48388889,-134.57833333,58.35472222
1201602,1291503,9702,144.79722222,13.48388889,-93.22333333,30.12611111
1201602,1315805,8091,144.79722222,13.48388889,-102.20194444,31.9425
1201602,1484202,8354,144.79722222,13.48388889,-100.49638889,31.35777778
1201602,1564301,10910,144.79722222,13.48388889,-63.13527778,-17.64472222
1201602,1599403,623,144.79722222,13.48388889,138.0825,9.49888889
1201602,1600402,8199,144.79722222,13.48388889,-70.99638889,48.33055556
1252306,1043106,3575,-134.57833333,58.35472222,-82.54194444,35.43611111
1252306,1054902,5950,-134.57833333,58.35472222,13.40138889,52.51166667
1252306,1067302,5810,-134.57833333,58.35472222,11.28861111,44.53555556
1252306,1145501,7184,-134.57833333,58.35472222,55.37055556,25.25138889
1252306,1201602,6168,-134.57833333,58.35472222,144.79722222,13.48388889
1252306,1291503,3270,-134.57833333,58.35472222,-93.22333333,30.12611111
1252306,1315805,2950,-134.57833333,58.35472222,-102.20194444,31.9425
1252306,1484202,2639,-134.57833333,58.35472222,-100.49638889,31.35777778
1252306,1564301,7340,-134.57833333,58.35472222,-63.13527778,-17.64472222
1252306,1599403,6798,-134.57833333,58.35472222,138.0825,9.49888889
1291503,1043106,777,-93.22333333,30.12611111,-82.54194444,35.43611111
1291503,1054902,5530,-93.22333333,30.12611111,13.40138889,52.51166667
1291503,1065402,1096,-93.22333333,30.12611111,-81.12416667,37.78722222
1291503,1067302,6358,-93.22333333,30.12611111,11.28861111,44.53555556
1291503,1127402,919,-93.22333333,30.12611111,-90.70944444,42.40194444
1291503,1145501,10159,-93.22333333,30.12611111,55.37055556,25.25138889
1291503,1201602,8453,-93.22333333,30.12611111,144.79722222,13.48388889
1291503,1315805,624,-93.22333333,30.12611111,-102.20194444,31.9425
1291503,1484202,519,-93.22333333,30.12611111,-100.49638889,31.35777778
1291503,1564301,4236,-93.22333333,30.12611111,-63.13527778,-17.64472222
1291503,1600402,2203,-93.22333333,30.12611111,-70.99638889,48.33055556
1300305,1092702,3804,-155.09555556,58.965,-74.28138889,40.87527778
1311102,1586105,157,-166.11111111,68.875,-162.98055556,67.56111111
1315805,1021004,887,-102.20194444,31.9425,-102.31777778,21.70555556
1315805,1043106,1278,-102.20194444,31.9425,-82.54194444,35.43611111
1315805,1054902,6330,-102.20194444,31.9425,13.40138889,52.51166667
1315805,1065402,1343,-102.20194444,31.9425,-81.12416667,37.78722222
1315805,1067302,6276,-102.20194444,31.9425,11.28861111,44.53555556
1315805,1127402,1211,-102.20194444,31.9425,-90.70944444,42.40194444
1315805,1145501,8247,-102.20194444,31.9425,55.37055556,25.25138889
1315805,1201602,8023,-102.20194444,31.9425,144.79722222,13.48388889
1315805,1252306,3001,-102.20194444,31.9425,-134.57833333,58.35472222
1315805,1255905,1448,-102.20194444,31.9425,-78.83472222,40.31555556
1315805,1291503,627,-102.20194444,31.9425,-93.22333333,30.12611111
1315805,1484202,112,-102.20194444,31.9425,-100.49638889,31.35777778
1315805,1564301,5420,-102.20194444,31.9425,-63.13527778,-17.64472222
1315805,1599403,8640,-102.20194444,31.9425,138.0825,9.49888889
1350104,1114701,836,-81.05138889,24.72611111,-88.60361111,34.915
1484202,1043106,1140,-100.49638889,31.35777778,-82.54194444,35.43611111
1484202,1054902,5769,-100.49638889,31.35777778,13.40138889,52.51166667
1484202,1065402,1190,-100.49638889,31.35777778,-81.12416667,37.78722222
1484202,1067302,6861,-100.49638889,31.35777778,11.28861111,44.53555556
1484202,1127402,1063,-100.49638889,31.35777778,-90.70944444,42.40194444
1484202,1145501,8427,-100.49638889,31.35777778,55.37055556,25.25138889
1484202,1201602,9187,-100.49638889,31.35777778,144.79722222,13.48388889
1484202,1252306,2671,-100.49638889,31.35777778,-134.57833333,58.35472222
1484202,1291503,471,-100.49638889,31.35777778,-93.22333333,30.12611111
1484202,1315805,124,-100.49638889,31.35777778,-102.20194444,31.9425
1484202,1564301,5360,-100.49638889,31.35777778,-63.13527778,-17.64472222
1564301,1054902,7156,-63.13527778,-17.64472222,13.40138889,52.51166667
1564301,1067302,6430,-63.13527778,-17.64472222,11.28861111,44.53555556
1564301,1127402,4772,-63.13527778,-17.64472222,-90.70944444,42.40194444
1564301,1145501,8887,-63.13527778,-17.64472222,55.37055556,25.25138889
1564301,1201602,13207,-63.13527778,-17.64472222,144.79722222,13.48388889
1564301,1252306,6898,-63.13527778,-17.64472222,-134.57833333,58.35472222
1564301,1291503,4691,-63.13527778,-17.64472222,-93.22333333,30.12611111
1564301,1315805,5391,-63.13527778,-17.64472222,-102.20194444,31.9425
1564301,1484202,4472,-63.13527778,-17.64472222,-100.49638889,31.35777778
1564301,1600402,4674,-63.13527778,-17.64472222,-70.99638889,48.33055556
1567301,1067302,896,14.72805556,56.92916667,11.28861111,44.53555556
1586105,1311102,142,-162.98055556,67.56111111,-166.11111111,68.875
1599403,1145501,5603,138.0825,9.49888889,55.37055556,25.25138889
1599403,1201602,625,138.0825,9.49888889,144.79722222,13.48388889
1599403,1315805,8649,138.0825,9.49888889,-102.20194444,31.9425
1600402,1067302,4684,-70.99638889,48.33055556,11.28861111,44.53555556
1600402,1145501,6470,-70.99638889,48.33055556,55.37055556,25.25138889
1600402,1201602,8065,-70.99638889,48.33055556,144.79722222,13.48388889
1600402,1291503,2033,-70.99638889,48.33055556,-93.22333333,30.12611111
1600402,1564301,5627,-70.99638889,48.33055556,-63.13527778,-17.64472222
